time	V(a)
7.75438e-03	-6.11800e-01
7.80213e-03	-4.63278e-01
7.80213e-03	-1.91212e-01
7.80213e-03	3.06463e-01
7.80213e-03	1.88117e+00
7.80213e-03	2.32931e+00
7.80213e-03	2.12203e+00
7.80213e-03	8.17371e-01
7.80213e-03	3.97191e-01
7.80214e-03	1.43474e-01
7.80228e-03	-2.54099e-03
8.00048e-03	-4.19363e-02
8.00049e-03	-3.48371e-01
8.00049e-03	-2.77801e-01
8.00049e-03	-6.18895e-01
8.00115e-03	-4.96716e-01
8.04984e-03	-4.45885e-01
8.04984e-03	-2.20509e-01
8.04984e-03	2.20643e-01
8.04984e-03	1.78773e+00
8.04985e-03	2.35910e+00
8.04985e-03	2.26607e+00
8.04985e-03	4.85498e-01
8.04985e-03	1.78846e-01
8.04994e-03	-7.79082e-04
8.24501e-03	-3.28400e-02
8.24501e-03	-3.48784e-01
8.24502e-03	-2.54286e-01
8.24502e-03	-6.21591e-01
8.24543e-03	-4.73474e-01
8.24660e-03	-4.83084e-01
8.24660e-03	1.93997e+01
8.24660e-03	8.33849e+01
8.24660e-03	1.81233e+02
8.24660e-03	2.77257e+02
8.24660e-03	2.86647e+02
8.24660e-03	2.99917e+02
8.24660e-03	3.05606e+02
8.24660e-03	3.06886e+02
8.24661e-03	3.08933e+02
8.24661e-03	3.09747e+02
8.24663e-03	3.09946e+02
8.29846e-03	3.09546e+02
8.29846e-03	3.09763e+02
8.29847e-03	3.09562e+02
8.29848e-03	3.08744e+02
8.29848e-03	3.06503e+02
8.29848e-03	3.06071e+02
8.29848e-03	3.05550e+02
8.29848e-03	3.04545e+02
8.29848e-03	3.03131e+02
8.29848e-03	3.00777e+02
8.29848e-03	2.98013e+02
8.29849e-03	2.92746e+02
8.29849e-03	2.86639e+02
8.29849e-03	2.75606e+02
8.29849e-03	2.63312e+02
8.29849e-03	2.50169e+02
8.29849e-03	2.34970e+02
8.29850e-03	2.19159e+02
8.29850e-03	2.00904e+02
8.29850e-03	1.80814e+02
8.29851e-03	1.29616e+02
8.29851e-03	9.69523e+01
8.29852e-03	6.08454e+01
8.29852e-03	2.64697e+01
8.29852e-03	1.18352e+01
8.29853e-03	4.55759e+00
8.29853e-03	1.10820e+00
8.29853e-03	5.99360e-02
8.29853e-03	-3.76743e-01
8.29853e-03	-6.42076e-01
8.29924e-03	-5.83598e-01
8.29925e-03	-4.49137e-01
8.48792e-03	-5.20934e-01
8.48793e-03	-6.44755e-01
8.48793e-03	1.04071e+00
8.48793e-03	8.38014e+00
8.48793e-03	4.66911e+01
8.48793e-03	1.40203e+02
8.48793e-03	2.63291e+02
8.48793e-03	2.76759e+02
8.48793e-03	2.79421e+02
8.48793e-03	2.83972e+02
8.48793e-03	2.91015e+02
8.48793e-03	2.97944e+02
8.48793e-03	3.02937e+02
8.48793e-03	3.04231e+02
8.48793e-03	3.04738e+02
8.48793e-03	3.05277e+02
8.48794e-03	3.08473e+02
8.48794e-03	3.09229e+02
8.48794e-03	3.09440e+02
8.48827e-03	3.09560e+02
8.55046e-03	3.08926e+02
8.55046e-03	3.06412e+02
8.55046e-03	2.98663e+02
8.55046e-03	2.88075e+02
8.55046e-03	2.79128e+02
8.55046e-03	2.72210e+02
8.55046e-03	2.70943e+02
8.55046e-03	2.69521e+02
8.55047e-03	2.67109e+02
8.55047e-03	2.62313e+02
8.55047e-03	2.56518e+02
8.55047e-03	2.45337e+02
8.55047e-03	2.25004e+02
8.55047e-03	1.94223e+02
8.55047e-03	1.58689e+02
8.55047e-03	1.22414e+02
8.55047e-03	5.76156e+01
8.55047e-03	3.02270e+01
8.55047e-03	2.07387e+01
8.55047e-03	6.82900e+00
8.55047e-03	2.26681e+00
