time	V(A,B)
1.94633e-02	3.00519e+02
1.94633e-02	3.00957e+02
1.94633e-02	3.01232e+02
1.94635e-02	3.01379e+02
1.97068e-02	3.01104e+02
1.97068e-02	3.01244e+02
1.97068e-02	3.01085e+02
1.97068e-02	3.00003e+02
1.97068e-02	2.97192e+02
1.97068e-02	2.92532e+02
1.97068e-02	2.87215e+02
1.97068e-02	2.81377e+02
1.97068e-02	2.73226e+02
1.97068e-02	2.65860e+02
1.97068e-02	2.62183e+02
1.97068e-02	2.59808e+02
1.97068e-02	2.55117e+02
1.97068e-02	2.51021e+02
1.97068e-02	2.44231e+02
1.97068e-02	2.33938e+02
1.97068e-02	6.77064e+01
1.97068e-02	4.97699e+01
1.97068e-02	2.96012e+01
1.97068e-02	-8.30160e-01
1.97068e-02	-1.00028e+00
2.03860e-02	-8.79487e-01
2.03860e-02	-4.10014e-01
2.03860e-02	6.64351e+00
2.03860e-02	4.86543e+01
2.03860e-02	1.44217e+02
2.03860e-02	2.65493e+02
2.03860e-02	2.78640e+02
2.03860e-02	2.94155e+02
2.03860e-02	3.00559e+02
2.03860e-02	3.01764e+02
2.03860e-02	3.04238e+02
2.03860e-02	3.04965e+02
2.03860e-02	3.05298e+02
2.03861e-02	3.05475e+02
2.05414e-02	3.04712e+02
2.05414e-02	3.04982e+02
2.05414e-02	3.04922e+02
2.05414e-02	3.05267e+02
2.07967e-02	3.04016e+02
2.07967e-02	3.03620e+02
2.07967e-02	3.03074e+02
2.07967e-02	3.01514e+02
2.07967e-02	3.01194e+02
2.07967e-02	3.01506e+02
2.07967e-02	3.02808e+02
2.07967e-02	3.03176e+02
2.07967e-02	3.03404e+02
2.07971e-02	3.03526e+02
2.08818e-02	3.03257e+02
2.08818e-02	3.03336e+02
2.08818e-02	3.01915e+02
2.08818e-02	2.95910e+02
2.08818e-02	2.85795e+02
2.08818e-02	2.75907e+02
2.08818e-02	2.68230e+02
2.08818e-02	2.64645e+02
2.08818e-02	2.61037e+02
2.08818e-02	2.58348e+02
2.08818e-02	2.55861e+02
2.08818e-02	1.52514e+02
2.08818e-02	2.63209e+01
2.08818e-02	6.07619e+00
2.08818e-02	-8.73760e-01
2.08824e-02	-9.85288e-01
2.18575e-02	-7.23146e-01
2.18575e-02	-4.34182e-01
2.18575e-02	-5.15964e-01
2.18575e-02	-1.74980e-01
2.18582e-02	-3.04005e-01
2.18662e-02	-2.94891e-01
2.18662e-02	-3.97659e+01
2.18662e-02	-1.21856e+02
2.18662e-02	-2.19224e+02
2.18662e-02	-2.94320e+02
2.18662e-02	-2.98667e+02
2.18662e-02	-3.04758e+02
2.18662e-02	-3.07096e+02
2.18662e-02	-3.08018e+02
2.18662e-02	-3.10347e+02
2.18662e-02	-3.10584e+02
2.18663e-02	-3.10774e+02
2.21800e-02	-3.07959e+02
2.21800e-02	-3.08037e+02
2.21800e-02	-3.06881e+02
2.21800e-02	-3.01436e+02
2.21800e-02	-2.81535e+02
2.21800e-02	-2.73711e+02
2.21800e-02	-2.70135e+02
2.21800e-02	-2.66786e+02
2.21800e-02	-2.64333e+02
2.21800e-02	-2.61968e+02
2.21800e-02	-2.58902e+02
2.21800e-02	-2.54184e+02
2.21800e-02	-2.44399e+02
2.21800e-02	-2.24750e+02
2.21800e-02	-2.21697e+02
2.21800e-02	-6.57305e+01
2.21800e-02	-4.95270e+01
2.21800e-02	-3.58075e+01
2.21800e-02	-2.58966e+01
2.21800e-02	-1.75585e+01
2.21800e-02	-5.98682e+00
2.21800e-02	-2.34782e-01
2.21800e-02	-4.71035e-02
2.21806e-02	6.31078e-02
2.30401e-02	1.11437e-01
2.30401e-02	-3.51679e+00
2.30401e-02	-2.45136e+01
2.30401e-02	-9.15234e+01
2.30401e-02	-2.11858e+02
2.30401e-02	-2.29141e+02
2.30401e-02	-2.33335e+02
2.30401e-02	-2.48289e+02
2.30401e-02	-2.62415e+02
2.30401e-02	-2.74150e+02
2.30401e-02	-2.95700e+02
2.30401e-02	-3.04494e+02
2.30401e-02	-3.06000e+02
2.30402e-02	-3.08628e+02
2.30402e-02	-3.09164e+02
2.30402e-02	-3.09396e+02
2.32082e-02	-3.08080e+02
2.34633e-02	-3.06224e+02
2.34633e-02	-3.06025e+02
2.34639e-02	-3.06133e+02
2.37194e-02	-3.04716e+02
2.37194e-02	-3.03354e+02
2.37194e-02	-2.97569e+02
2.37194e-02	-2.77787e+02
2.37194e-02	-2.70672e+02
2.37194e-02	-2.65808e+02
2.37194e-02	-2.62030e+02
2.37194e-02	-2.50185e+02
2.37194e-02	-1.92110e+02
2.37194e-02	-6.66509e+01
2.37194e-02	-4.98342e+01
2.37194e-02	-3.61517e+01
2.37194e-02	-2.49102e+01
2.37194e-02	-1.62837e+01
2.37194e-02	-1.46906e+01
2.37194e-02	-1.28724e+01
2.37194e-02	3.78974e-01
2.37194e-02	5.46325e-01
2.42151e-02	6.31142e-01
2.42151e-02	1.00515e-01
2.42151e-02	-6.52357e+00
2.42151e-02	-4.49044e+01
2.42151e-02	-1.36401e+02
2.42151e-02	-2.59393e+02
2.42151e-02	-2.72231e+02
