time	V(A,B)
1.59845e-02	2.29488e+02
1.59845e-02	1.96774e+02
1.59845e-02	1.56591e+02
1.59845e-02	1.17525e+02
1.59845e-02	6.88835e+01
1.59845e-02	3.54646e+01
1.59845e-02	1.85731e+01
1.59845e-02	9.46117e+00
1.59845e-02	3.21914e+00
1.59845e-02	1.51275e+00
1.59845e-02	3.67272e-01
1.59845e-02	2.97198e-02
1.59845e-02	-2.17044e-01
1.59851e-02	-3.32175e-01
1.60172e-02	-3.02572e-01
1.60172e-02	1.11868e+00
1.60172e-02	1.29224e+01
1.60172e-02	7.53216e+01
1.60172e-02	2.03733e+02
1.60172e-02	2.21211e+02
1.60172e-02	2.48700e+02
1.60172e-02	2.71055e+02
1.60172e-02	2.85311e+02
1.60172e-02	2.93829e+02
1.60172e-02	2.95236e+02
1.60172e-02	2.95923e+02
1.60172e-02	2.99581e+02
1.60172e-02	3.00304e+02
