time	V(a)
3.21271e-02	3.03705e+02
3.21271e-02	3.04058e+02
3.21272e-02	3.04242e+02
3.26039e-02	3.02535e+02
3.31953e-02	3.01306e+02
3.32865e-02	3.01235e+02
3.32865e-02	3.01283e+02
3.32865e-02	3.00478e+02
3.32865e-02	2.98341e+02
3.32865e-02	2.94205e+02
3.32865e-02	2.83887e+02
3.32865e-02	2.76873e+02
3.32865e-02	2.69492e+02
3.32865e-02	2.63779e+02
3.32865e-02	2.60980e+02
3.32865e-02	2.58300e+02
3.32865e-02	2.53904e+02
3.32865e-02	2.51397e+02
3.32865e-02	2.45963e+02
3.32865e-02	2.35727e+02
3.32865e-02	2.15875e+02
3.32865e-02	1.87936e+02
3.32865e-02	1.55025e+02
3.32865e-02	1.12037e+02
3.32865e-02	5.11350e+01
3.32865e-02	4.13872e+01
3.32865e-02	2.47147e+01
3.32865e-02	1.58036e+01
3.32865e-02	9.18296e+00
3.32865e-02	4.74858e+00
3.32865e-02	2.78990e+00
3.32865e-02	6.08988e-01
3.32865e-02	-5.86709e-01
3.32865e-02	-9.61629e-01
3.32885e-02	-1.06652e+00
3.33761e-02	-1.02689e+00
3.33761e-02	-2.42406e-01
3.33761e-02	3.23321e-01
3.33761e-02	2.77396e+01
3.33761e-02	1.15706e+02
3.33761e-02	2.42629e+02
3.33761e-02	2.56504e+02
3.33761e-02	2.75894e+02
3.33761e-02	2.86526e+02
3.33761e-02	2.93488e+02
3.33761e-02	2.93865e+02
3.33761e-02	2.94998e+02
3.33761e-02	2.95837e+02
3.33761e-02	2.96484e+02
3.33761e-02	2.97132e+02
3.33761e-02	3.00554e+02
3.33761e-02	3.01242e+02
3.33761e-02	3.01667e+02
3.33761e-02	3.01917e+02
3.41333e-02	3.00803e+02
3.46651e-02	3.00462e+02
3.46651e-02	3.00571e+02
3.46651e-02	3.00289e+02
3.46651e-02	2.98889e+02
3.46651e-02	2.94775e+02
3.46651e-02	2.88779e+02
3.46651e-02	2.82908e+02
3.46651e-02	2.76890e+02
3.46651e-02	2.70064e+02
3.46651e-02	2.63300e+02
3.46651e-02	2.60150e+02
3.46651e-02	2.57779e+02
3.46651e-02	2.53300e+02
3.46651e-02	2.49223e+02
3.46651e-02	2.39807e+02
3.46651e-02	2.23571e+02
3.46651e-02	1.96994e+02
3.46651e-02	1.61461e+02
3.46651e-02	1.26842e+02
3.46651e-02	6.96527e+01
3.46651e-02	3.33160e+01
3.46651e-02	1.68126e+01
3.46651e-02	8.15524e+00
3.46651e-02	2.33789e+00
3.46651e-02	6.14279e-01
3.46651e-02	-4.03636e-01
3.46651e-02	-8.50875e-01
3.46651e-02	-1.03500e+00
3.46687e-02	-1.06897e+00
3.46688e-02	-6.33229e-01
3.46688e-02	4.10918e-01
3.46688e-02	1.92284e+01
3.46688e-02	9.36735e+01
3.46688e-02	2.24929e+02
3.46688e-02	2.26844e+02
3.46688e-02	2.73754e+02
3.46688e-02	2.92921e+02
3.46688e-02	2.95647e+02
3.46688e-02	2.97028e+02
3.46688e-02	2.99150e+02
3.46688e-02	2.99738e+02
3.46688e-02	3.00179e+02
3.46688e-02	3.00419e+02
3.59845e-02	3.00039e+02
3.59845e-02	2.99946e+02
3.59845e-02	2.99067e+02
3.59845e-02	2.96567e+02
3.59845e-02	2.92058e+02
3.59845e-02	2.80795e+02
3.59845e-02	2.75746e+02
3.59845e-02	2.70440e+02
3.59845e-02	2.65881e+02
3.59845e-02	2.62615e+02
3.59845e-02	2.59765e+02
3.59845e-02	2.57283e+02
3.59845e-02	2.53069e+02
3.59845e-02	2.49879e+02
3.59845e-02	2.42999e+02
3.59845e-02	2.31045e+02
3.59845e-02	2.08082e+02
3.59845e-02	1.75499e+02
3.59845e-02	1.42187e+02
3.59845e-02	9.59397e+01
3.59845e-02	3.71939e+01
3.59845e-02	1.69683e+01
3.59845e-02	8.13494e+00
3.59845e-02	2.11153e+00
3.59845e-02	4.89168e-01
3.59845e-02	-4.98415e-01
3.59845e-02	-8.11779e-01
3.59845e-02	-1.01993e+00
3.60172e-02	-1.06052e+00
3.60172e-02	3.17854e-01
3.60172e-02	1.10163e+01
3.60172e-02	7.18213e+01
3.60172e-02	2.00996e+02
3.60172e-02	2.18812e+02
3.60172e-02	2.45359e+02
