time	V(A,B)
2.89193e-03	-2.31604e+02
2.89193e-03	-1.43741e+02
2.89193e-03	-1.59089e+01
2.89194e-03	7.09120e+00
2.89194e-03	-3.06507e-01
3.03121e-03	-1.37945e+01
3.03121e-03	-2.17106e+02
3.03121e-03	-2.47485e+02
3.03121e-03	-2.86419e+02
3.03122e-03	-3.01978e+02
3.03122e-03	-3.07706e+02
3.14419e-03	-3.06840e+02
3.14419e-03	-3.01573e+02
3.14420e-03	-2.66137e+02
3.14420e-03	-2.65297e+02
3.14420e-03	-2.60408e+02
3.14420e-03	-2.20566e+02
3.14420e-03	-1.24906e+02
3.14420e-03	4.25374e+01
3.14420e-03	9.45566e-02
3.27298e-03	-2.08263e+00
3.27298e-03	-7.36142e+01
3.27298e-03	-2.32737e+02
3.27298e-03	-2.62491e+02
3.27298e-03	-2.90832e+02
3.27298e-03	-3.02163e+02
3.27299e-03	-3.08078e+02
3.39649e-03	-3.06287e+02
3.39649e-03	-2.74482e+02
3.39649e-03	-2.59319e+02
3.39649e-03	-1.88629e+02
3.39650e-03	-3.23336e+01
3.39650e-03	1.82620e+01
3.39650e-03	1.62991e-01
3.51474e-03	-1.17158e+00
3.51474e-03	-4.05974e+01
3.51474e-03	-2.68419e+02
3.51474e-03	-2.74119e+02
3.51474e-03	-2.94004e+02
3.51474e-03	-3.02093e+02
3.51475e-03	-3.07631e+02
3.64877e-03	-3.06201e+02
3.64877e-03	-3.04224e+02
3.64877e-03	-2.97156e+02
3.64877e-03	-2.69133e+02
3.64878e-03	-2.60050e+02
3.64878e-03	-2.23294e+02
3.64878e-03	-1.29439e+02
3.64878e-03	-9.71298e+00
3.64878e-03	-1.19804e+01
3.64878e-03	2.83134e+00
3.64878e-03	-3.67400e-01
3.75652e-03	-2.25728e+00
3.75652e-03	-9.19021e+01
3.75652e-03	-2.38595e+02
3.75652e-03	-2.54974e+02
3.75652e-03	-2.87805e+02
3.75652e-03	-3.00835e+02
3.75653e-03	-3.07150e+02
3.90101e-03	-3.05238e+02
3.90101e-03	-3.00083e+02
3.90102e-03	-2.64688e+02
3.90102e-03	-2.63717e+02
3.90102e-03	-2.58183e+02
3.90102e-03	-2.15518e+02
3.90102e-03	-1.17932e+02
3.90102e-03	4.48036e+01
3.90102e-03	-6.35624e-02
3.99835e-03	-2.56989e+00
3.99835e-03	-1.02122e+02
3.99835e-03	-2.49024e+02
3.99835e-03	-2.64139e+02
3.99835e-03	-2.90188e+02
3.99835e-03	-3.00607e+02
3.99836e-03	-3.06551e+02
4.15317e-03	-3.04877e+02
4.15318e-03	-3.02469e+02
4.15318e-03	-2.67431e+02
4.15318e-03	-2.68372e+02
4.15318e-03	-2.60516e+02
4.15318e-03	-2.27129e+02
4.15318e-03	-1.36366e+02
4.15319e-03	4.61687e+01
4.15319e-03	5.36412e-01
4.24026e-03	-1.19535e+00
4.24026e-03	-9.75201e+01
4.24026e-03	-2.48582e+02
4.24026e-03	-2.62251e+02
4.24026e-03	-2.81519e+02
4.24026e-03	-2.90966e+02
4.24026e-03	-3.00090e+02
4.24027e-03	-3.06211e+02
4.40523e-03	-3.04153e+02
4.40523e-03	-2.67799e+02
4.40524e-03	-2.57604e+02
4.40524e-03	-2.53560e+02
4.40524e-03	-2.44186e+02
4.40524e-03	-2.28032e+02
4.40524e-03	-2.01834e+02
4.40524e-03	-1.76709e+01
4.40524e-03	-2.54057e+01
4.40524e-03	2.64980e+01
4.40524e-03	2.52798e+01
4.40524e-03	6.08168e-01
4.48228e-03	-2.33289e+00
4.48228e-03	-1.28730e+02
4.48228e-03	-2.72593e+02
4.48228e-03	-2.82537e+02
4.48228e-03	-2.94421e+02
4.48228e-03	-3.01257e+02
4.48230e-03	-3.05788e+02
4.65714e-03	-3.03339e+02
4.65714e-03	-3.03657e+02
4.65714e-03	-2.64734e+02
4.65714e-03	-2.61351e+02
4.65715e-03	-2.56451e+02
4.65715e-03	-1.63232e+02
4.65715e-03	-2.20837e+01
4.65715e-03	1.52376e+01
4.65715e-03	-8.13481e+00
4.65715e-03	4.62235e+00
4.65715e-03	7.33042e-01
4.72443e-03	-8.98214e+00
4.72444e-03	-1.98714e+02
4.72444e-03	-2.36573e+02
4.72444e-03	-2.62540e+02
4.72444e-03	-2.78997e+02
4.72444e-03	-2.91877e+02
4.72444e-03	-2.99766e+02
4.72445e-03	-3.05165e+02
4.90887e-03	-3.02770e+02
4.90887e-03	-3.03440e+02
4.90887e-03	-3.00018e+02
4.90888e-03	-2.64606e+02
4.90888e-03	-2.62131e+02
4.90888e-03	-2.52002e+02
4.90888e-03	-1.97687e+02
4.90888e-03	-7.43833e+01
4.90888e-03	-3.61562e+01
4.90888e-03	-1.12677e+01
4.90888e-03	9.01689e+00
4.90888e-03	7.10491e-01
4.96675e-03	-7.88121e+00
4.96675e-03	-1.89039e+02
4.96675e-03	-2.29314e+02
4.96675e-03	-2.61852e+02
4.96675e-03	-2.87866e+02
